pose_loss:388.102661133 qua_loss:53.6873703003 regression_loss:11125.5761719
pose_loss:373.308074951 qua_loss:1.65353107452 regression_loss:704.014282227
pose_loss:324.31640625 qua_loss:1.56820440292 regression_loss:637.957275391
pose_loss:329.393951416 qua_loss:1.69278216362 regression_loss:667.950378418
pose_loss:339.1043396 qua_loss:1.72110915184 regression_loss:683.326171875
pose_loss:326.648345947 qua_loss:1.39307713509 regression_loss:605.263793945
pose_loss:316.766998291 qua_loss:1.56895196438 regression_loss:630.557373047
pose_loss:317.529846191 qua_loss:1.67363226414 regression_loss:652.256286621
pose_loss:337.759307861 qua_loss:1.79493176937 regression_loss:696.745666504
pose_loss:312.97366333 qua_loss:1.5123308897 regression_loss:615.439819336
pose_loss:289.974609375 qua_loss:1.72360825539 regression_loss:634.696289062
pose_loss:324.147705078 qua_loss:1.69524180889 regression_loss:663.196044922
pose_loss:279.349090576 qua_loss:1.57119107246 regression_loss:593.587280273
pose_loss:333.558685303 qua_loss:1.87212157249 regression_loss:707.983032227
pose_loss:385.159667969 qua_loss:1.61172199249 regression_loss:707.50402832
pose_loss:324.192077637 qua_loss:1.60962426662 regression_loss:646.116943359
pose_loss:335.46685791 qua_loss:1.96009874344 regression_loss:727.486572266
pose_loss:328.170349121 qua_loss:1.65184164047 regression_loss:658.538696289
pose_loss:294.047149658 qua_loss:1.62358999252 regression_loss:618.765136719
pose_loss:290.07333374 qua_loss:1.74836456776 regression_loss:639.74621582
pose_loss:278.131652832 qua_loss:1.69244289398 regression_loss:616.620239258
pose_loss:311.904449463 qua_loss:1.68793094158 regression_loss:649.490600586
pose_loss:314.265014648 qua_loss:1.93368697166 regression_loss:701.002441406
pose_loss:314.468536377 qua_loss:1.55984997749 regression_loss:626.438537598
pose_loss:319.702697754 qua_loss:1.63318383694 regression_loss:646.339477539
pose_loss:313.207763672 qua_loss:1.61669719219 regression_loss:636.547241211
pose_loss:297.150482178 qua_loss:1.7743897438 regression_loss:652.028442383
pose_loss:303.628204346 qua_loss:1.53792178631 regression_loss:611.212524414
pose_loss:306.156982422 qua_loss:1.73650097847 regression_loss:653.45715332
pose_loss:307.359710693 qua_loss:1.56859016418 regression_loss:621.077758789
pose_loss:318.452026367 qua_loss:1.51367092133 regression_loss:621.186218262
pose_loss:329.748535156 qua_loss:1.58403658867 regression_loss:646.555847168
pose_loss:263.222106934 qua_loss:1.66485881805 regression_loss:596.193847656
pose_loss:341.849304199 qua_loss:1.51524972916 regression_loss:644.899291992
pose_loss:290.811157227 qua_loss:1.96927332878 regression_loss:684.66583252
pose_loss:291.279052734 qua_loss:1.48733532429 regression_loss:588.74609375
pose_loss:268.182739258 qua_loss:1.41254711151 regression_loss:550.692138672
pose_loss:328.766723633 qua_loss:1.51859903336 regression_loss:632.486572266
pose_loss:290.824829102 qua_loss:1.63830935955 regression_loss:618.486694336
pose_loss:315.647216797 qua_loss:1.54274439812 regression_loss:624.196105957
pose_loss:330.141387939 qua_loss:1.66603684425 regression_loss:663.348754883
pose_loss:303.036315918 qua_loss:1.69975841045 regression_loss:642.988037109
pose_loss:342.18145752 qua_loss:1.57115280628 regression_loss:656.411987305
pose_loss:328.126464844 qua_loss:1.4728474617 regression_loss:622.695922852
pose_loss:307.763977051 qua_loss:1.61902439594 regression_loss:631.568847656
pose_loss:305.010009766 qua_loss:1.50561690331 regression_loss:606.133422852
pose_loss:291.394439697 qua_loss:1.68382835388 regression_loss:628.16015625
pose_loss:311.280181885 qua_loss:1.53579688072 regression_loss:618.439575195
pose_loss:325.205841064 qua_loss:1.63419413567 regression_loss:652.044677734
pose_loss:276.350463867 qua_loss:1.60034584999 regression_loss:596.419677734
pose_loss:338.799987793 qua_loss:1.72289276123 regression_loss:683.378540039
pose_loss:292.398376465 qua_loss:1.57388746738 regression_loss:607.17590332
pose_loss:280.075836182 qua_loss:1.40604996681 regression_loss:561.285827637
pose_loss:325.107696533 qua_loss:1.42000162601 regression_loss:609.108032227
pose_loss:301.7605896 qua_loss:1.46394789219 regression_loss:594.550170898
pose_loss:327.938293457 qua_loss:1.72298979759 regression_loss:672.536254883
pose_loss:252.233306885 qua_loss:1.38885569572 regression_loss:530.004455566
pose_loss:304.745513916 qua_loss:1.63348340988 regression_loss:631.442199707
pose_loss:308.809844971 qua_loss:1.46320641041 regression_loss:601.451171875
pose_loss:282.622436523 qua_loss:1.81186652184 regression_loss:644.995727539
pose_loss:276.103820801 qua_loss:1.51259577274 regression_loss:578.62298584
pose_loss:275.900085449 qua_loss:1.44830846786 regression_loss:565.561767578
pose_loss:287.066345215 qua_loss:1.39561486244 regression_loss:566.189331055
pose_loss:272.74621582 qua_loss:1.54463982582 regression_loss:581.674194336
pose_loss:275.836486816 qua_loss:1.55837583542 regression_loss:587.511657715
pose_loss:289.381561279 qua_loss:1.5192939043 regression_loss:593.240356445
pose_loss:282.014709473 qua_loss:1.70493388176 regression_loss:623.001464844
pose_loss:325.707061768 qua_loss:1.37453043461 regression_loss:600.61315918
pose_loss:278.568908691 qua_loss:1.50545787811 regression_loss:579.660522461
pose_loss:251.352630615 qua_loss:1.57760059834 regression_loss:566.872741699
pose_loss:304.235687256 qua_loss:1.48845767975 regression_loss:601.927246094
pose_loss:291.445556641 qua_loss:1.43086385727 regression_loss:577.618286133
pose_loss:296.470367432 qua_loss:1.53154873848 regression_loss:602.780151367
pose_loss:306.232940674 qua_loss:1.47935152054 regression_loss:602.103271484
pose_loss:283.562194824 qua_loss:1.58727049828 regression_loss:601.016296387
pose_loss:286.847564697 qua_loss:1.63700413704 regression_loss:614.248413086
pose_loss:262.441070557 qua_loss:1.57843148708 regression_loss:578.127380371
pose_loss:340.684844971 qua_loss:1.43704080582 regression_loss:628.093017578
pose_loss:311.472595215 qua_loss:1.52266061306 regression_loss:616.004760742
pose_loss:292.454589844 qua_loss:1.48659896851 regression_loss:589.774414062
pose_loss:274.385803223 qua_loss:1.62956297398 regression_loss:600.298400879
pose_loss:286.048034668 qua_loss:1.57462012768 regression_loss:600.972045898
pose_loss:249.743469238 qua_loss:1.5756098032 regression_loss:564.86541748
pose_loss:279.050140381 qua_loss:1.58226835728 regression_loss:595.50378418
pose_loss:284.201324463 qua_loss:1.45891273022 regression_loss:575.983886719
pose_loss:304.369384766 qua_loss:1.36262142658 regression_loss:576.893676758
pose_loss:309.189788818 qua_loss:1.42277824879 regression_loss:593.745483398
pose_loss:294.007263184 qua_loss:1.6824170351 regression_loss:630.490661621
pose_loss:295.391998291 qua_loss:1.66114640236 regression_loss:627.621276855
pose_loss:288.062927246 qua_loss:1.54619634151 regression_loss:597.302185059
pose_loss:300.864074707 qua_loss:1.37878417969 regression_loss:576.620910645
pose_loss:255.429733276 qua_loss:1.53088855743 regression_loss:561.607421875
pose_loss:330.279937744 qua_loss:1.56593549252 regression_loss:643.467041016
pose_loss:297.782745361 qua_loss:1.49414825439 regression_loss:596.612426758
pose_loss:273.469146729 qua_loss:1.50851225853 regression_loss:575.171630859
pose_loss:330.028686523 qua_loss:1.47508704662 regression_loss:625.046081543
pose_loss:264.466186523 qua_loss:1.56267213821 regression_loss:577.000610352
pose_loss:297.800170898 qua_loss:1.4780561924 regression_loss:593.411376953
pose_loss:298.449829102 qua_loss:1.70937502384 regression_loss:640.324829102
pose_loss:264.990081787 qua_loss:1.58934116364 regression_loss:582.858276367
pose_loss:288.186523438 qua_loss:1.66208028793 regression_loss:620.602539062
pose_loss:234.924942017 qua_loss:1.53774642944 regression_loss:542.474243164
pose_loss:233.693328857 qua_loss:1.4513181448 regression_loss:523.956970215
pose_loss:310.522094727 qua_loss:1.55440330505 regression_loss:621.402770996
pose_loss:308.24041748 qua_loss:1.50508391857 regression_loss:609.257202148
pose_loss:314.133178711 qua_loss:1.41506242752 regression_loss:597.145629883
pose_loss:226.946380615 qua_loss:1.59928977489 regression_loss:546.804321289
pose_loss:255.58291626 qua_loss:1.62813818455 regression_loss:581.210571289
pose_loss:242.134658813 qua_loss:1.6199451685 regression_loss:566.123718262
pose_loss:249.828155518 qua_loss:1.55311858654 regression_loss:560.451904297
pose_loss:284.900909424 qua_loss:1.56860363483 regression_loss:598.621643066
pose_loss:273.992492676 qua_loss:1.43664073944 regression_loss:561.320678711
pose_loss:278.735839844 qua_loss:1.66569626331 regression_loss:611.87512207
pose_loss:276.383605957 qua_loss:1.6151124239 regression_loss:599.40612793
pose_loss:284.778991699 qua_loss:1.58610999584 regression_loss:602.000976562
pose_loss:280.258850098 qua_loss:1.42486894131 regression_loss:565.232666016
pose_loss:223.176559448 qua_loss:1.44143378735 regression_loss:511.463317871
pose_loss:256.251617432 qua_loss:1.65080952644 regression_loss:586.413513184
pose_loss:241.929122925 qua_loss:1.63816869259 regression_loss:569.562866211
pose_loss:286.05670166 qua_loss:1.47978329659 regression_loss:582.013366699
pose_loss:268.173156738 qua_loss:1.47957777977 regression_loss:564.088745117
pose_loss:269.601470947 qua_loss:1.55047762394 regression_loss:579.697021484
pose_loss:253.945281982 qua_loss:1.67418313026 regression_loss:588.781921387
pose_loss:275.938598633 qua_loss:1.61611390114 regression_loss:599.161376953
pose_loss:258.571990967 qua_loss:1.42069602013 regression_loss:542.711181641
pose_loss:284.337738037 qua_loss:1.5539880991 regression_loss:595.135375977
pose_loss:287.818664551 qua_loss:1.57744562626 regression_loss:603.307800293
pose_loss:268.442718506 qua_loss:1.54392516613 regression_loss:577.227783203
pose_loss:234.138977051 qua_loss:1.55257296562 regression_loss:544.653564453
pose_loss:217.832550049 qua_loss:1.42770433426 regression_loss:503.373413086
pose_loss:315.256713867 qua_loss:1.53293633461 regression_loss:621.843994141
pose_loss:246.511276245 qua_loss:1.46542012691 regression_loss:539.595275879
pose_loss:268.247497559 qua_loss:1.57349932194 regression_loss:582.947387695
pose_loss:252.226531982 qua_loss:1.56056785583 regression_loss:564.340087891
pose_loss:284.323150635 qua_loss:1.50562727451 regression_loss:585.448608398
pose_loss:298.584106445 qua_loss:1.48722457886 regression_loss:596.029052734
pose_loss:272.089752197 qua_loss:1.44614219666 regression_loss:561.318237305
pose_loss:209.970184326 qua_loss:1.51247763634 regression_loss:512.465698242
pose_loss:294.499725342 qua_loss:1.73910164833 regression_loss:642.320068359
pose_loss:251.330413818 qua_loss:1.53963065147 regression_loss:559.256530762
pose_loss:237.680877686 qua_loss:1.55191540718 regression_loss:548.063964844
pose_loss:264.7237854 qua_loss:1.55175042152 regression_loss:575.073852539
pose_loss:291.409362793 qua_loss:1.6037119627 regression_loss:612.151733398
pose_loss:265.974822998 qua_loss:1.69846487045 regression_loss:605.667785645
pose_loss:248.037139893 qua_loss:1.28048253059 regression_loss:504.133636475
pose_loss:249.220474243 qua_loss:1.61677587032 regression_loss:572.575622559
pose_loss:226.353485107 qua_loss:1.38635206223 regression_loss:503.623901367
pose_loss:252.847351074 qua_loss:1.48211526871 regression_loss:549.270385742
pose_loss:219.892303467 qua_loss:1.7568167448 regression_loss:571.255615234
pose_loss:233.211593628 qua_loss:1.35403883457 regression_loss:504.019348145
pose_loss:231.020294189 qua_loss:1.31581735611 regression_loss:494.183776855
pose_loss:246.098846436 qua_loss:1.49406337738 regression_loss:544.911499023
pose_loss:240.376876831 qua_loss:1.53624522686 regression_loss:547.625915527
pose_loss:223.661804199 qua_loss:1.58178949356 regression_loss:540.019714355
pose_loss:238.599136353 qua_loss:1.44559407234 regression_loss:527.717956543
pose_loss:243.130187988 qua_loss:1.51286804676 regression_loss:545.703796387
pose_loss:234.857696533 qua_loss:1.32612335682 regression_loss:500.082366943
pose_loss:229.620315552 qua_loss:1.55028402805 regression_loss:539.677124023
pose_loss:276.40536499 qua_loss:1.49751412868 regression_loss:575.908203125
pose_loss:251.550506592 qua_loss:1.37095427513 regression_loss:525.741333008
pose_loss:252.379501343 qua_loss:1.59699678421 regression_loss:571.778869629
pose_loss:208.69708252 qua_loss:1.57410299778 regression_loss:523.517700195
pose_loss:204.420349121 qua_loss:1.45168471336 regression_loss:494.757293701
pose_loss:221.384414673 qua_loss:1.67555630207 regression_loss:556.495666504
pose_loss:219.0753479 qua_loss:1.37317109108 regression_loss:493.709564209
pose_loss:236.901473999 qua_loss:1.54692685604 regression_loss:546.286865234
pose_loss:241.009277344 qua_loss:1.45008802414 regression_loss:531.026855469
pose_loss:211.358291626 qua_loss:1.67440462112 regression_loss:546.239196777
pose_loss:259.125701904 qua_loss:1.30917489529 regression_loss:520.960693359
pose_loss:262.405792236 qua_loss:1.43186807632 regression_loss:548.779418945
pose_loss:240.436813354 qua_loss:1.64614582062 regression_loss:569.66595459
pose_loss:239.583404541 qua_loss:1.32769274712 regression_loss:505.121948242
pose_loss:237.049224854 qua_loss:1.46052360535 regression_loss:529.153930664
pose_loss:234.872238159 qua_loss:1.53416395187 regression_loss:541.70501709
pose_loss:230.785614014 qua_loss:1.487154603 regression_loss:528.216552734
pose_loss:290.21585083 qua_loss:1.50271034241 regression_loss:590.75793457
pose_loss:238.261001587 qua_loss:1.45813786983 regression_loss:529.888549805
pose_loss:230.028671265 qua_loss:1.37054347992 regression_loss:504.137390137
pose_loss:250.570571899 qua_loss:1.53070402145 regression_loss:556.711364746
pose_loss:263.727050781 qua_loss:1.41966700554 regression_loss:547.660461426
pose_loss:222.953262329 qua_loss:1.49886465073 regression_loss:522.726196289
pose_loss:273.125793457 qua_loss:1.49120378494 regression_loss:571.366577148
pose_loss:266.587280273 qua_loss:1.4746941328 regression_loss:561.526123047
pose_loss:250.275558472 qua_loss:1.62939918041 regression_loss:576.155395508
pose_loss:231.012451172 qua_loss:1.43832623959 regression_loss:518.677734375
pose_loss:265.67779541 qua_loss:1.53158688545 regression_loss:571.995178223
pose_loss:223.229095459 qua_loss:1.47055339813 regression_loss:517.339782715
pose_loss:241.067199707 qua_loss:1.53808879852 regression_loss:548.684936523
pose_loss:255.881286621 qua_loss:1.39565098286 regression_loss:535.011474609
pose_loss:222.190643311 qua_loss:1.4930356741 regression_loss:520.797790527
pose_loss:207.420639038 qua_loss:1.42575597763 regression_loss:492.571838379
pose_loss:237.885772705 qua_loss:1.41175448895 regression_loss:520.236694336
pose_loss:219.701660156 qua_loss:1.34970414639 regression_loss:489.642486572
pose_loss:232.92578125 qua_loss:1.40345776081 regression_loss:513.61730957
pose_loss:250.341888428 qua_loss:1.36666512489 regression_loss:523.674926758
pose_loss:221.413162231 qua_loss:1.50315463543 regression_loss:522.044067383
pose_loss:258.907623291 qua_loss:1.56083202362 regression_loss:571.074035645
pose_loss:234.607833862 qua_loss:1.67533755302 regression_loss:569.675354004
pose_loss:213.733154297 qua_loss:1.48530220985 regression_loss:510.793609619
pose_loss:219.077697754 qua_loss:1.52876091003 regression_loss:524.82989502
pose_loss:216.470870972 qua_loss:1.59204077721 regression_loss:534.87902832
pose_loss:213.841918945 qua_loss:1.45863008499 regression_loss:505.567932129
pose_loss:230.681152344 qua_loss:1.47665250301 regression_loss:526.011657715
pose_loss:227.847488403 qua_loss:1.50186669827 regression_loss:528.220825195
pose_loss:219.149505615 qua_loss:1.33001661301 regression_loss:485.152832031
pose_loss:234.208435059 qua_loss:1.44462060928 regression_loss:523.132568359
pose_loss:203.270996094 qua_loss:1.31782972813 regression_loss:466.83694458
pose_loss:246.9659729 qua_loss:1.60596096516 regression_loss:568.158203125
pose_loss:276.375061035 qua_loss:1.50463747978 regression_loss:577.30255127
pose_loss:260.197753906 qua_loss:1.36321389675 regression_loss:532.840576172
pose_loss:238.095291138 qua_loss:1.44452369213 regression_loss:527.0
pose_loss:209.840866089 qua_loss:1.42948698997 regression_loss:495.73828125
pose_loss:232.814300537 qua_loss:1.25013136864 regression_loss:482.840576172
pose_loss:227.425262451 qua_loss:1.50130951405 regression_loss:527.687133789
pose_loss:209.368804932 qua_loss:1.38504111767 regression_loss:486.37701416
